"payment","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","var25","var26","var27","var28","var29","var30"
"Denied","qw","py",4.62,-7.71,36.63,7,27.16,0.04,"ch","ld","rl",10.42,"te",-0.03,-11.1,-1.94,"bw",8.03,"qu",1.01,16.91,9.93,"ub",3.32,4.33,21.7,7.12,0.87,"ev",16.51
"Success","qw","js",6.56,-3.16,37.92,14.03,-2.75,11.11,"nv","db","te",1.59,"kh",1.37,50.39,22.59,"zk",3.26,"bz",-5.87,24.7,11.86,"cz",6.52,5.99,15.42,0.14,-0.5,"ev",17.06
"Denied","qw","py",-0.85,26.49,7.84,10.95,19.69,11.86,"ch","db","te",10.07,"te",2.1,-39.24,-3.43,"bw",32.16,"bz",7.7,20.48,-11.47,"tf",9.92,16,32.54,-1.93,-0.22,"ev",29.21
"Success","qw","js",3.68,22.15,35.5,-3.4,3.17,15.17,"nv","db","rl",18.23,"cb",1.23,34.65,8.94,"ki",10.61,"me",-4.5,11.97,12.52,"tf",8.07,-0.68,26.3,0.47,1.67,"ev",18.6
"Success","wv","zg",3.23,26.47,8.31,2.78,3.28,-1.65,"ja","ld","te",18.61,"kh",-0.48,17.1,11.44,"bw",4.36,"hw",11.14,50.3,7.64,"cz",10.51,-4.4,-28.27,-0.18,0.77,"ev",49.69
"Denied","wv","py",0.88,28.29,13.69,13.05,4.76,15.94,"ch","db","te",11.41,"te",0.8,-9.33,1.77,"bw",-12.08,"ev",34.54,35.11,30.4,"ri",-0.49,-0.19,9.6,1.41,-0.24,"ev",7.46
"Success","kq","bq",-3.53,15.36,-7.57,-3.71,-3.92,4.92,"nv","ld","te",8.54,"iz",4.79,23.64,11.4,"ki",12.18,"ev",-10.84,16.79,11.45,"ri",4.64,8.66,19.52,4.97,1.84,"ev",-3.22
"Denied","qw","bq",2.24,9.99,13.7,11.72,29.89,1.25,"ch","ld","te",-2.52,"te",0.95,9.44,24.52,"bw",5.99,"me",29.55,10.82,-2.72,"ub",7.44,24.31,-2.7,8.35,0.29,"ev",-13.79
"Denied","wv","bq",0.38,42.03,27.63,9.45,16.59,4.88,"ch","pe","te",7.11,"cb",0.72,4.87,15.91,"bw",23.94,"tg",29.71,4.21,25.56,"cz",-0.77,20.22,-3.8,0.22,2.06,"ev",42.94
"Denied","wv","py",2.07,20.1,6.84,7.99,-2.13,11.55,"nv","db","te",1.11,"cb",3.48,11.54,24.22,"bw",9.66,"me",15.64,57.34,24.84,"da",6.83,5.91,38.05,10.29,1.16,"ev",-2.19
"Success","qw","rv",0.81,20.86,10.16,15.38,5.82,-6.67,"ch","ld","te",3.42,"te",3.3,25.06,-3.91,"ki",28.98,"me",4.95,19.22,18.68,"fe",10.94,0.03,24.56,6.44,1.13,"ev",7.67
"Denied","qw","bq",-1.7,21.38,39.98,8.15,11.22,13.69,"ch","ld","te",7.81,"te",-0.62,34.29,-9.38,"zk",7.78,"qu",49.9,-12.38,-5.83,"fe",6.58,6.99,21.62,6.75,1.22,"dg",7.8
"Denied","ma","hk",10.47,6.35,40.05,0.66,13.77,8.22,"nv","pe","rl",11.85,"cb",2.36,20.74,16.33,"bw",23.64,"tg",45.19,37.37,29.2,"tf",2.07,12.92,0.29,0.31,3.74,"ev",-9.75
"Denied","ma","py",0.51,32.13,8.85,3.08,3.31,15.93,"ch","ld","rl",15.34,"te",1.43,24.51,20.17,"zk",6.03,"ev",35.23,5.74,11.04,"qu",-2.57,20.3,10.99,0.22,0.49,"ev",2.84
"Denied","qw","py",6.48,39.52,40.3,-0.45,23.36,15.98,"ch","ld","rl",7.51,"te",2.67,25.2,14,"ki",38.21,"me",25.96,19.35,17.56,"ri",7.9,9.92,22.11,3.34,2.66,"ev",56.7
"Denied","qw","hk",5.28,23.2,-5.83,11.77,-7.74,1.4,"ch","ld","te",8.92,"te",-0.7,9.95,17.06,"zk",52.54,"me",-10.55,25.17,26.54,"sy",5.86,18.53,7.09,-0.65,0.89,"ev",25.8
"Denied","qw","bq",0.75,16.03,1.82,-3.14,-1.61,12.22,"ch","ld","te",-6.33,"cb",2.85,-14.28,6.36,"bw",36.21,"tg",11.49,3.09,7.52,"ub",2.8,9.53,6.21,3.01,1.72,"ev",32.31
"Denied","kq","rv",4.38,19.18,9.71,4.39,8.86,0.91,"nv","db","te",2.68,"pf",5.81,14.6,-0.27,"zk",32.77,"qu",-4.29,13.23,15.4,"fe",9.22,24.68,3.44,2.76,1.98,"dg",28.53
"Success","wv","hk",8.37,27.95,28.66,10.19,-1.55,-3.94,"ch","ld","te",3.53,"iz",3.22,-7.75,12.24,"bw",18.62,"ev",3.18,28.15,15.26,"ri",2.28,-3.36,-2.1,7.29,0,"ev",27.57
"Denied","ma","hk",1.59,3.35,34.2,12.64,10.6,7.05,"ch","ld","te",15.96,"te",2.27,14.32,5.69,"bw",30.87,"ev",27.74,25.11,30.86,"fe",1.53,-0.75,10.95,-1.46,1.33,"ev",-1.37
"Success","qw","py",7.37,15.95,7.33,14.73,2.15,3.52,"nv","ld","rl",7.36,"te",5.34,-0.48,22.66,"bw",26.17,"fh",7.49,19.96,-1.43,"ub",6.79,3.02,3.89,0.53,2.27,"ev",26.36
"Denied","qw","py",2.07,22,16.53,-5.17,7.71,8.21,"ch","pe","rl",7.59,"kh",1.27,39.41,14.05,"bw",26.15,"tg",27.86,15.43,11.58,"fe",6.97,15.94,3.05,2.58,1.98,"ev",29.31
"Denied","qw","py",7.05,2.06,41.86,12.21,7.9,10.36,"ch","ld","te",5.22,"cb",6.71,5.07,-10.88,"zk",1.02,"bz",-0.2,1.07,-2.92,"ub",1.04,26.52,-9.4,-0.43,1.15,"dg",25.29
"Denied","qw","js",-2.4,18.52,30.44,-2.04,6.08,8.75,"ch","ld","te",10.76,"te",2.04,23.05,24.66,"ki",26.5,"ev",46.9,0.32,22.94,"tf",18.26,18.06,6.05,4.59,0.71,"ev",26.11
"Success","qw","js",12.05,17.78,5.13,4.1,2.1,7.17,"nv","pe","rl",18.52,"cb",3.52,14.25,33.59,"zk",31.56,"qu",30.41,11.12,-4.93,"da",12.69,-2.07,7.51,5.64,0.57,"ev",23.38
"Denied","qw","bq",0.95,-7.91,24.86,-1.26,22.81,10.05,"ch","db","te",9.31,"iz",3.76,7.92,-13.09,"bw",38.85,"qu",14.08,9.82,0.58,"da",-1.69,25.36,13.82,2.91,-0.28,"dg",36.81
"Denied","qw","bq",4.17,24.97,21.66,11.4,9.1,6.83,"ch","ld","te",19.32,"iz",1.38,-15.94,11.47,"bw",27.46,"bz",67.22,6.61,25.14,"cz",12.18,20.73,1.46,-0.63,2.28,"dg",23.05
"Denied","wv","qf",4.24,-3.51,10.74,9.7,13.11,15.1,"ch","ld","te",0.57,"kh",0.06,24.66,-13.61,"ki",37.11,"ev",20.65,19.07,26.78,"ri",0.41,15.69,-0.22,2.55,1.27,"dg",14.71
"Success","qw","rv",2.86,-0.77,4.39,4.81,12.98,12.65,"ch","ld","te",1.36,"te",4.75,25.16,2.4,"ki",13.13,"ev",24.13,22.53,47.92,"ri",1.68,-2.29,34.49,10.8,1.11,"ev",23.53
"Denied","qw","hk",3.14,-11.35,18.72,-1.44,12.51,-1.58,"ch","ld","rl",5.75,"te",2.8,30.48,18.28,"zk",22.74,"ev",45.77,11.2,2.83,"ub",12.89,23.35,11.35,6.97,1.12,"ev",-16.19
"Denied","wv","py",4.96,7.12,17.55,15.9,0.62,10.54,"nv","ld","te",11.3,"cb",2.85,31.97,1.15,"az",15.86,"fh",11.98,16.26,24.43,"fe",-3.11,9.73,3.66,7.36,1.23,"ev",57.09
"Success","qw","py",6.68,-10.76,-3.88,8.15,-10.35,-4.78,"ch","ld","rl",11.07,"te",-0.53,24.3,0.17,"bw",53.59,"tg",16.79,28.06,5.31,"qu",0.67,-1.83,13.26,-0.96,0.52,"ev",16.49
"Denied","kq","py",2.57,14.04,0.75,16.16,2.61,4.74,"ch","ld","te",15.84,"cb",-1.56,-6.09,11.08,"ki",13.89,"qu",-20.24,6.5,18.21,"tf",-5.01,10.58,5.83,5.18,0.15,"ev",33.88
"Denied","qw","py",1.58,-16.67,20.35,15.84,11.51,-3.62,"nv","ld","te",7.65,"kh",-1.16,18.62,25.88,"bw",-5.4,"me",32.15,13.68,32.02,"tf",3.44,27.01,10.99,6.48,2.53,"ev",23.77
"Denied","kq","bq",2.32,16.77,-15.37,17.29,6.42,-3.16,"ch","ld","te",-7.73,"te",-0.55,30.87,20.12,"zk",41.16,"ev",14.51,31.56,4.24,"ri",10.79,23.06,12.17,8.36,1.26,"ev",28.84
"Success","wv","py",2.77,1.15,21.44,13.5,9.12,10.02,"ch","pe","te",-8.51,"iz",2.39,29.82,-0.81,"ov",23.9,"qu",19.4,4.67,8.53,"ub",0.41,8.76,-10.83,6.89,0.73,"ev",40.61
"Denied","qw","py",3.38,25.36,8.73,5.91,-2.36,11.05,"ch","ld","rl",11.94,"cb",1.65,58.07,11.16,"ki",29.45,"me",26.03,10.69,23.18,"ri",3.88,18.38,-24.57,9.85,1.51,"dg",-13.14
"Denied","qw","py",3.01,14.37,73.37,6.97,-7.16,5.33,"ch","db","rl",5.31,"kh",3.6,-11.02,21.31,"bw",29.73,"ev",8.5,24.83,11.96,"fe",8.77,5.11,30.55,8.01,2.17,"ev",-9
"Denied","qw","py",0.6,34.8,7.9,4.12,9.81,4.87,"ch","ld","te",-4.27,"cb",0.54,11.6,4.08,"bw",38.15,"ev",22.82,27.43,-2.98,"qu",3.96,4.37,25.41,-0.05,-0.04,"dg",33.73
"Success","qw","rv",4.73,14.39,34.47,5.9,23.74,14.45,"ch","ld","te",4.17,"kh",1.36,-12.47,20.26,"ki",38.45,"ev",4.12,-2.33,-0.69,"tf",6.36,4.53,25.72,2.55,0.38,"ev",17.36
"Denied","wv","py",4.75,16.79,14.03,12.55,20.76,12.94,"ch","ld","te",17.86,"te",-0.63,42.62,12.86,"bw",10.4,"bz",4.58,43.31,24.36,"ub",-7.94,21.51,-4.23,4.9,-0.72,"ev",17.79
"Success","qw","rv",2.58,6.39,51.5,7.5,-3.12,6.24,"ch","ld","te",8.52,"te",1.82,32.9,12.14,"zk",37.48,"ev",20.58,7.69,25.95,"da",10.71,-0.13,6.06,-3.71,0.48,"ev",27.25
"Denied","wv","py",0.57,14.59,29.28,11.97,15.01,6.17,"ch","ld","rl",8.79,"te",-0.79,24.24,25.86,"ki",23.79,"ev",10.86,-6.36,26.91,"tf",13.44,-8.7,-9.92,4.19,0.5,"ev",-7.52
"Success","kq","bq",5.35,28.15,7.32,13.59,33.38,-1.26,"ch","ld","te",0.4,"cb",1.26,13.55,27.24,"bw",25.91,"me",12.81,10.77,9.03,"ub",-7.78,43.51,7.45,4.39,0.67,"dg",16.93
"Denied","ma","js",3.23,15.06,6.24,7.51,20.86,19.14,"ch","ld","te",1.62,"xm",0.97,22.39,-1.29,"zk",7.39,"tg",2.84,40.09,29.22,"tf",-1.39,-7.86,34,2.34,-0.17,"ev",2.29
"Denied","qw","bq",5.56,11.73,46.02,-1.68,10.08,1.47,"nv","ld","te",6.21,"cb",3.95,49.59,6.21,"bw",20.04,"me",27.5,26.96,22.36,"ri",6.88,9.55,25.23,3.46,1.03,"ev",29.1
"Success","qw","hk",2.23,9.42,-0.87,10.78,27.73,4.74,"ch","ld","te",5.04,"te",-1.05,10.67,-7.41,"bw",24.58,"ev",11.67,26.4,-3.76,"qu",0.05,6.86,-2.43,4.42,1.65,"dg",5.17
"Denied","wv","py",3.94,-4.96,-7.64,0.84,6.75,4.68,"nv","ld","te",15.44,"te",1.57,43.2,2.56,"bw",19.63,"tg",-10.77,41.97,21.1,"qu",8.04,13.52,22.7,4.54,1.03,"ev",24.39
"Denied","qw","hk",2.81,3.61,17.17,8.14,5.52,5.62,"nv","db","te",7.02,"iz",1.66,37.65,18.58,"bw",49.74,"ev",32.06,30.74,15.17,"ub",1.71,15.55,21.75,4.46,0.83,"ev",40.69
"Success","qw","js",0.85,7.66,25.91,10.69,5.98,5.8,"ch","ld","te",-1.12,"cb",7.33,7.2,27.29,"ki",23.09,"ev",41.02,27.93,13.79,"yv",9.67,8.22,7.01,2.14,0.97,"ev",56.07
"Denied","wv","bq",5.8,11.49,24.67,26.21,-0.52,8.67,"ch","ld","te",-0.75,"iz",2.88,22.12,1.35,"ki",34.47,"ev",5.23,11.72,25.55,"ri",-1.84,14.12,20.46,-0.29,0.37,"ev",6.71
"Success","qw","py",6.71,19.17,2.79,-0.83,6.3,5.13,"ch","ld","te",1.18,"cb",2.85,-13.08,15.22,"zk",16.23,"ev",36.36,-7.11,25.68,"ri",11.99,-9.08,-7.68,1.39,0.62,"ev",37.82
"Success","qw","qf",5.24,27.96,-33.89,13.86,-6.08,4.7,"ch","ld","te",-2.73,"cb",1.31,30.16,17.11,"bw",7.19,"qu",30.24,3.59,12.83,"ub",3.74,-1.14,16.04,5.48,0.14,"ev",22.99
"Success","kq","py",8.86,-2.95,-9.12,-16.03,8.99,14.11,"ch","pe","te",1.65,"cb",4.52,-12.52,16.99,"bw",-14.61,"ev",16.12,15.34,20.78,"qu",-9.25,-2.6,37.03,2.26,0.12,"ev",6.8
"Denied","qw","py",-2.8,18.29,44.17,14.17,19.53,0.93,"ch","db","te",3.23,"cb",4.75,5.73,8.75,"bw",-32.9,"ev",10.2,22.84,12.8,"ub",-1.06,7.56,6.76,-3.1,-1.48,"ev",2.38
"Success","kq","js",4.39,25.82,39.58,32.64,-2.47,4.71,"ch","db","te",0.89,"te",5.48,-32,22.23,"ki",39.11,"tg",54.23,1.77,22.57,"ub",4.01,5.82,15.08,7.88,2,"ev",23.67
"Success","wv","bq",4.39,39.34,13.28,9.42,0.25,7.3,"ch","ld","rl",0.95,"pf",4.08,-6.85,5.83,"bw",5.78,"tg",18.11,-1.13,10.82,"ub",-2.93,4.22,2.9,11.33,0.43,"ev",30.27
"Success","kq","bq",4.7,6.17,-25.28,9.97,12.49,-13.5,"nv","ld","te",2.73,"te",2.08,-2,18.76,"bw",53.22,"tg",41.76,2.1,7.69,"tf",1.76,-2.13,19.6,1.1,2,"dg",17.97
"Success","ma","hk",4.19,0.15,14.83,9.78,-0.48,11.62,"ch","db","te",6.14,"kh",-0.45,28.06,-8.45,"ki",22.15,"me",16.18,13.8,15.17,"ri",1.93,14.84,17.58,6.72,-0.71,"dg",12.53
"Denied","wv","hk",0.06,18.49,47.69,13.32,8,-1.69,"ch","ld","rl",15.86,"te",0.06,13.62,19.92,"bw",52.13,"bz",10.52,6.83,16.9,"tf",2.65,13.16,-10.21,1.85,-0.09,"dg",21.93
"Denied","kq","hk",2.2,16.63,-18.94,11.99,9.89,9.52,"nv","ld","te",7.72,"te",2.17,21.19,19.74,"bw",15.41,"ev",11.13,9.01,25.53,"qu",7.16,7.15,22.71,2.08,2.13,"dg",16.14
"Success","qw","bq",3.38,14.93,21.27,0.54,11.3,5.05,"nv","ld","te",13.34,"np",2.05,12.91,29.64,"zk",17.33,"qu",2.34,-11.16,21.26,"cz",4.63,14.49,-0.69,1.09,1.92,"ev",32.2
"Success","qw","hk",-0.96,13.6,-4.96,5.78,-12.07,5.44,"ja","ld","te",-5.5,"pf",5,12.35,24.49,"bw",33.43,"ev",56.24,10.39,12.44,"cz",5.52,-1.09,4.57,5.03,1.13,"ev",49.24
"Denied","kq","py",7.56,45.8,63.62,3.82,16.24,0.52,"nv","db","te",8.84,"cb",0.8,21.89,13.07,"ki",4.67,"tg",25.68,9.81,14.3,"ri",2.89,15.59,10.66,6.5,0.74,"ev",19.48
"Success","wv","py",0.04,3.65,-2.23,8.28,2.28,3.73,"ch","ld","te",8.37,"cb",0.43,11.42,8.37,"ki",30.8,"tg",12.86,11.54,3.11,"cz",-1.43,0.53,2.75,-0.94,0.06,"ev",24.65
"Denied","wv","bq",3.74,-0.56,49.38,24.7,10.16,8.92,"nv","ld","te",10,"cb",4.94,30.81,4.56,"ki",-10.85,"qu",-6.32,-3.82,-10.66,"fe",7.5,15.35,2.61,2.92,1.01,"dg",-10.31
"Denied","qw","py",2.09,6.9,7.04,-9.41,11.14,5.26,"ch","ld","rl",15.54,"cb",4.86,11.54,-5.33,"ki",35.45,"me",-16.03,18.45,10.22,"ri",3.46,21.1,5.6,0.14,0.56,"ev",-2.64
"Denied","wv","py",7.36,7.87,35.87,-3.29,25.54,7.13,"ch","ld","te",15.46,"te",0.36,18.96,-4.32,"ki",29.95,"ev",20.75,25.85,30.86,"cz",10.33,5.19,7.59,0.28,-0.19,"ev",30.98
"Success","wv","rv",3.12,11.1,0.35,7.85,12.98,3.94,"ch","db","te",10.84,"te",-0.34,19.9,-3.99,"zk",43.04,"qu",-16.67,12.81,-13.11,"ub",3.19,3.03,1.96,0.55,0.9,"ev",2.72
"Denied","qw","hk",0.96,1.94,-2.55,2.51,-3.59,-1.26,"ja","db","rl",-4.03,"te",2.11,15.77,-0.35,"bw",8.36,"ev",27.3,-11.25,12.88,"da",3.43,4.67,21.83,4.35,1.82,"dg",11.68
"Denied","wv","py",-1.21,32.1,25.23,12.55,-1.54,9.59,"ja","ld","te",3.82,"cb",1.38,21.97,4.11,"zk",35.43,"qu",44.96,35.36,8.55,"tf",2.14,32.72,9.47,3.43,0.38,"ev",23.58
"Denied","wv","xn",5.6,35.95,14.51,8.23,13.73,3.22,"ch","db","te",-1.5,"te",4.04,3.76,0.5,"bw",-4.35,"tg",27.79,19.63,39.21,"qu",-2.03,6.01,41.17,-0.96,1.35,"ev",15.42
"Denied","wv","js",0.96,12.75,32.5,10.33,23.27,2.59,"ch","ld","te",1.78,"kh",-0.07,17.97,-5.49,"zk",8.36,"qu",54.92,26.4,0.79,"tf",4.78,16.65,12.76,0.96,-0.12,"ev",19.53
"Success","qw","rv",3.34,6.38,21.45,16.44,7.74,-3.04,"ch","ld","rl",12.81,"kh",3.58,47.37,-11.84,"bw",32.44,"qu",33.33,12.32,13.02,"qu",5.53,13.43,30.21,2.15,0.41,"ev",-1.62
"Denied","wv","py",1.63,15.9,17.49,9.63,12.35,6.1,"ch","db","te",2.5,"cb",4.72,10.72,4.05,"ki",16.08,"tg",6.75,1.07,13.88,"tf",4.1,10.74,-7.66,9.22,-1.32,"dg",2.14
"Success","wv","bq",0.97,37.3,12.15,-14.87,21.39,15.71,"ch","ld","te",-1,"cb",1.27,-17.96,-4.65,"bw",16.7,"qu",32.53,-10.96,22.5,"ub",5.79,1.46,3.78,4.6,0.29,"ev",37.02
"Success","qw","hk",4.44,12.13,3.27,3.94,4.45,1.83,"ch","ld","te",10.77,"te",-3.07,1.84,0.59,"zk",20.22,"qu",40.07,5.95,17.79,"qu",-4.08,3.87,13.2,8.62,1.93,"ev",20.33
"Denied","qw","hk",5.47,32.83,19.39,-3.92,9.44,1.38,"ch","ld","rl",4.04,"cb",3.34,2.13,19.17,"bw",32.87,"ev",2.64,42.36,-2.75,"ri",6.12,5.13,3.93,6.53,-0.36,"dg",5.62
"Denied","wv","py",-0.63,20.5,0.43,-4.59,16.95,6.38,"nv","ld","te",3.83,"te",3.8,27.34,-0.43,"bw",0.47,"qu",-1.69,17.54,41.39,"qu",3.01,16.62,26.28,2.74,2.27,"ev",14.01
"Denied","qw","rv",-0.07,25.8,49.92,7.5,9.62,3.34,"ch","ld","rl",9.38,"kh",0.15,-10.43,8.32,"bw",14.24,"ev",-2.78,-9.06,-1.21,"ri",4.62,10.39,16.79,-0.63,1.12,"dg",40.56
"Denied","qw","xn",-3.43,4.06,24.59,10.55,-3.16,5.28,"ch","ld","rl",13.29,"cb",-0.77,6.9,4.09,"bw",18.45,"ev",22.2,40.83,11.08,"qu",6.65,0.09,4.62,5.29,0.01,"ev",30.39
"Success","wv","rv",-1.61,-7.96,31.24,-2.36,2.65,-4.08,"ch","ld","rl",13.69,"te",0.11,31.07,25.04,"bw",28.18,"ev",8.67,43.04,21.61,"ri",12.55,-7.08,-5.74,2.65,1.15,"ev",11.31
"Denied","kq","bq",3.03,7.08,52.1,21.72,9.53,13.35,"nv","ld","te",8.75,"kh",2.6,24.54,5.79,"bw",3.61,"qu",28.49,28.51,24.56,"cz",4.16,6.58,23.5,3.8,-0.24,"ev",25.08
"Denied","qw","py",1.77,12.77,3.43,10.06,15.35,13.07,"ch","ld","rl",3.21,"te",0.91,14.55,24.65,"bw",44.17,"qu",-5.71,-15.54,14.05,"tf",4.59,5.96,-1.21,1.63,1.18,"ev",-17.17
"Denied","qw","hk",5.63,29.03,31.17,0.19,2.04,0.15,"nv","ld","rl",4.98,"cb",2.05,33.94,14.03,"ov",-12.57,"qu",-4.58,0.2,20.23,"tf",9.78,33.27,13.39,2,1.19,"ev",33.46
"Denied","wv","py",7.34,23.44,38.97,5.67,8.29,13.36,"ch","ld","te",4.58,"pf",4.54,17.24,7.74,"bw",32.74,"ev",-34.23,33.21,8.12,"ri",0.6,5.05,11.52,-0.15,0.69,"ev",42.71
"Denied","wv","xn",6.26,21.25,32.36,-5.66,27.74,9.38,"nv","ld","te",3.32,"te",1.87,33.97,17.39,"bw",60.83,"ev",-12.48,-5.3,7.94,"ub",10.08,14.25,2.13,11.65,0.41,"ev",-12.48
"Denied","kq","js",1.15,3.66,9.38,-2.26,9.05,10.05,"ja","db","te",9.96,"iz",3.21,21.45,20.83,"bw",16.78,"bz",2.05,3.01,7.51,"tf",14.98,9.71,23.04,-1.05,1.31,"ev",-11.34
"Denied","qw","bq",0.42,23.86,9.25,4.9,-19.01,11.16,"nv","db","te",5.03,"pf",1.79,0.22,-5.18,"ki",21.04,"qu",-8.79,2.15,0.47,"tf",2.38,0.95,-1.91,8.95,1.92,"dg",17.64
"Denied","qw","rv",7.88,17.91,21.02,14.24,23.91,-4.63,"nv","ld","te",9.9,"kh",0.05,28.58,23.5,"bw",22.5,"qu",0.6,-5.54,18.5,"qu",6.92,16.15,30.4,5.49,2.24,"ev",34.33
"Denied","qw","js",1.26,7.38,21.78,3.21,15.8,-0.76,"nv","ld","te",22.91,"cb",-0.83,14.59,3.92,"bw",34.76,"ev",-15.88,13.43,26.41,"qu",1.97,12.8,18.76,5.84,2.87,"ev",47.68
"Denied","wv","rv",6.02,3.75,32.66,13.29,3.14,2.2,"nv","ld","te",-7.61,"cb",4.61,-7.34,27.45,"ki",23.32,"ev",12.55,-7.27,7.61,"sy",3.75,30.07,3.28,0.42,0.27,"ev",36.73
"Denied","wv","bq",-1.38,40.1,35.57,-5.33,11.22,6.03,"ch","db","te",-1.15,"iz",4.76,37.35,19.78,"bw",2.16,"me",23.88,26.23,13.93,"ub",3.83,22.51,14.59,1.07,1.21,"ev",29.83
"Success","kq","js",3.84,25.06,17.19,8.02,18.49,-4.64,"ch","ld","te",7.48,"cb",1.61,-12.36,18.72,"bw",7.66,"tg",40.76,22.75,11.46,"qu",14.44,-3.97,0.28,2.79,0.41,"ev",-31.21
"Denied","wv","bq",-1.61,11.59,39.1,-1.88,6.11,12.45,"nv","ld","rl",13.58,"kh",0.71,34.61,5.63,"bw",17.8,"ev",-1.74,9.85,28.08,"ub",7.05,20.16,-4.38,6.38,-0.25,"dg",23.12
"Denied","qw","bq",-0.26,10.15,25.26,6.23,5.68,12.57,"ch","ld","te",1.81,"cb",1.4,5.02,13.81,"ki",4.08,"ev",25.54,27.37,13.66,"ub",3.96,30.4,-3.44,2.07,1.55,"ev",26.99
"Denied","wv","hk",7.27,2.79,14.44,8.64,10.29,10.64,"ch","ld","te",-2.68,"kh",1.49,10.5,25.17,"zk",66.69,"tg",22.25,-5.08,29.68,"cz",7.42,14.93,5.92,6.21,-0.04,"ev",38.25
"Denied","qw","py",3.17,11.24,9.64,-12.66,14.69,-2.16,"nv","db","te",5.72,"cb",3.21,-5.6,13.49,"ki",-1.7,"ev",-9.17,15.06,18.41,"ub",-0.13,17.5,16.02,3.77,-0.51,"dg",33.17
"Success","kq","bq",3.71,19.93,23.52,30.59,12.05,5.52,"ch","ld","te",9.19,"te",5.77,2.85,0.44,"bw",6.61,"qu",30.51,27.94,37.23,"ub",4.45,0.53,0.11,6.54,1.21,"dg",14.22
"Success","ma","py",3.7,44.62,0.26,1.32,17.77,12.88,"ch","ld","rl",17.85,"iz",4.44,22.75,35.97,"zk",-10.28,"qu",16,3.36,17.62,"ri",-0.73,6.43,5.95,-4.77,2.68,"ev",7.89
"Success","wv","bq",1.71,25.05,33.1,8.47,-2.46,7.82,"ch","ld","te",13.86,"te",1.95,50.7,11.83,"zk",21.33,"qu",23.69,15.12,12.33,"tf",4.66,-3.53,2.4,0.74,0.43,"ev",5.29
"Success","ma","py",1.08,5.16,41.83,19.09,12.22,11.81,"nv","pe","rl",5.65,"te",4.21,32.91,16.42,"ki",41.48,"tg",23.43,6.74,11.65,"yv",8.12,5.38,3.32,9.74,2.09,"ev",17.15
"Denied","qw","rv",-1.1,2.87,50.56,0.81,6.14,2.43,"ch","db","te",12.24,"pf",5.82,11.37,29.67,"bw",-21.32,"ev",31.61,19.1,-6.85,"ri",8.05,8.47,30.69,-0.78,0.59,"ev",17.74
"Denied","wv","hk",2.65,-7.42,26.09,8.25,4.49,1.36,"ch","ld","te",10.78,"kh",-1.65,18.52,21.9,"zk",43.27,"bz",24.1,7.38,21.05,"qu",0.88,14.63,42.93,15.81,2.19,"ev",1.12
"Denied","wv","zg",7.35,-5.92,10.15,-10.9,4.27,8.81,"ch","ld","te",17.13,"cb",0.74,-19.73,9.09,"bw",-23.87,"ev",-1.61,-6.32,-18.8,"ri",1.04,8.39,8.9,2.9,0.85,"dg",-0.2
"Denied","qw","bq",3.12,12.27,76.17,15.6,1.07,4.09,"nv","ld","te",6.46,"cb",4.41,3.1,-9.09,"bw",31.27,"bz",-5.76,-3.5,2.26,"tf",4.2,4.62,16.27,7.27,-0.63,"ev",41.56
"Denied","qw","py",0.55,11.87,11.28,13.43,11.36,13.18,"ch","ld","rl",16.54,"te",-0.38,34.54,18.37,"zk",12.67,"ev",14.98,35,2.7,"cz",0.75,15.73,23.66,2.45,-1.42,"ev",21.34
"Denied","wv","zg",-4.46,11.03,-32.87,23.1,3.37,2.54,"ch","ld","rl",7.23,"kh",4.46,38.82,6.93,"bw",53.46,"me",4.48,17.62,28.52,"ri",11.68,1.75,15.97,10.08,0.51,"ev",59.87
"Denied","qw","hk",-1.09,19,-4.83,8.01,10.04,7.16,"ja","ld","te",-3.34,"iz",0.22,6.33,-8.05,"zk",3.07,"tg",24.26,26.41,8.84,"ri",3.07,9.84,35.75,1.58,1.09,"ev",7.98
"Success","qw","bq",1.35,18.13,7.02,4.71,-2.53,5.99,"ch","ld","te",7.78,"cb",5.12,9.63,17.45,"ov",45,"qu",-1.13,31.45,13.58,"ub",-1.72,10.76,0.46,1.77,0.97,"ev",18.62
"Denied","wv","py",2.09,16.68,29.29,2.79,3.06,1.81,"nv","db","rl",-8.89,"cb",1.99,2.65,0.63,"bw",4.56,"ev",38.54,17.26,-0.65,"tf",8.69,5.08,31.4,0.51,0.49,"ev",34.63
"Denied","qw","hk",5.73,6.6,32.1,1.88,9.81,8.05,"nv","db","te",6.71,"cb",2.3,35.48,10.11,"zk",-0.22,"qu",36.38,26.45,23.23,"tf",6.77,23.15,9.1,7.05,2.27,"ev",28.6
"Success","qw","rv",4.74,-8.15,21.7,3.44,7.5,11.37,"nv","ld","te",11.25,"cb",0.78,30.22,8.15,"bw",-6.13,"ev",30.31,39.26,20.65,"tf",11.76,2.87,15.25,2.27,-0.48,"ev",26.57
"Success","qw","py",8.31,8.12,32.69,8.52,3.16,-2.3,"ch","ld","rl",-2.62,"te",4.4,37.93,43.18,"zk",11.5,"qu",48.63,-10.31,4.92,"da",7.34,12.41,18.17,6.39,1.82,"ev",15.57
